12 5 4
191 -269 16 5350
190 -267 12 11215
190 -267 9 3627
171 -301 73 2163
178 -300 58 76
173 -302 70 497
172 -301 71 1220
172 -301 70 830
186 -295 48 37
180 -300 51
100 10 1
-44 -98 71 54
-68 -46 142 19
8 -143 84 82
-63 -94 -11 34
-48 -102 114 75
-9 -150 76 79
-128 -50 104 45
-50 -100 79 10
-56 -98 77 46
-121 -77 91 28
-52 -94 81 51
-106 -109 138 71
-66 -136 52 87
-49 -100 83 18
-77 -85 111 77
-70 -63 133 97
-64 -110 79 43
-10 -133 87 25
-81 -87 101 91
-13 -133 107 15
-21 -91 141 91
-22 -94 61 30
-11 -75 151 57
-53 -107 94 64
-27 -103 29 32
-59 -35 110 49
-62 -100 97 14
-40 -28 69 18
-43 -95 97 80
-52 -114 167 69
-44 -99 130 39
-86 -112 90 9
-22 -88 -8 23
-48 -102 74 10
7 -83 143 55
-49 -144 111 53
-30 -102 118 31
16 -32 97 62
-50 -102 68 17
-56 -55 48 40
-29 -82 21 88
-34 -7 45 49
-59 -125 127 55
-58 -129 61 21
-48 -89 93 50
-59 -88 34 74
-33 -113 72 74
-27 -95 91 74
-36 -70 89 33
-44 -111 87 64
-9 -99 94 98
-45 -106 83 64
-10 -22 60 57
-44 -104 61 69
-98 -111 95 8
-33 -87 57 75
-84 -35 146 45
-11 -102 159 15
-45 -111 89 23
-90 -92 128 89
-64 -144 76 93
-29 -99 116 36
4 -157 27 5
-28 -102 39 48
12 -87 52 78
-8 -123 24 51
-47 -88 158 51
-52 -101 170 44
-72 -92 65 41
-26 -100 0 46
-66 -115 92 17
-76 -101 -7 5
-24 -124 22 77
-16 -101 132 42
-69 -90 102 65
9 -72 72 5
-47 -101 121 55
-40 -106 66 44
-65 -101 171 84
-50 -113 127 86
16 -79 153 61
-32 -110 54 6
-45 -102 92 17
-72 -114 19 70
-91 -96 99 38
-56 -87 121 5
-31 -104 94 90
-77 -70 36 51
-92 -95 26 41
-52 -107 72 26
-84 -100 73 12
-25 -161 43 47
-105 -158 131 57
-37 -87 76 82
-68 -57 122 38
-53 -88 78 48
-51 -105 73 25
-53 -161 93 21
-18 -132 107 44
-31 -131 117 58
-97 -52 111 28774
44 -87 87 10237
-65 -192 73 35718
-56 -147 80 4709
69 -83 97 53125
-49 -102 83 42
-60 -97 17 14565
-49 -101 82 5
-59 -95 90 506
-49 -105 81 66
-50 -100 80
100 10 1
115 14 -52 34
76 -114 -41 64
130 -68 -59 66
198 -123 -15 10
98 -82 16 43
120 -74 -34 65
36 -82 -62 58
122 -69 -82 95
141 -93 -51 83
173 -49 -83 6
112 -88 -36 6
115 -45 -56 28
94 -61 -13 85
134 -104 -78 56
174 -88 7 43
128 -79 -49 51
122 -82 -40 40
82 -64 -67 13
122 -89 7 64
82 -84 -37 90
128 -73 -51 67
131 -79 -80 89
118 -95 -50 54
101 -77 -30 87
110 -83 -62 33
86 -43 -20 32
97 -132 -83 89
116 -36 -130 13
150 -78 -46 82
134 -81 -89 97
134 -98 -143 51
125 -117 -4 52
118 -85 -51 20
123 -88 -53 20
130 -63 33 8
85 -31 -66 5
121 -90 -76 8
137 -97 -129 85
104 -85 -104 54
120 -71 2 35
121 -80 -8 29
130 -70 43 87
116 -58 -48 76
129 -4 -46 89
71 -59 -60 59
144 -162 -88 5
134 -62 -111 85
128 -146 9 49
126 -59 -67 19
181 -134 -42 5
105 -66 31 5
170 -33 -47 87
67 -123 -115 98
121 -79 -42 11
129 -74 -56 15
122 -73 -55 70
116 -79 -31 57
130 -80 -33 60
105 -108 -74 89
133 -37 -60 26
150 16 -46 23
143 -118 -43 47
170 -80 -22 66
133 -67 -80 81
68 -116 -53 23
121 -79 -47 41
127 -84 -48 97
136 -99 -57 45
120 -79 -125 51
164 -108 36 90
174 -86 12 96
106 -73 34 40
112 -77 -104 51
174 -141 -14 12
129 -77 -39 78
125 -115 -22 93
60 -38 -115 30
98 -149 -117 28
110 -131 1 32
102 -79 -55 5
178 -142 -2 59
150 -41 -16 81
120 -81 15 18
82 -73 6 31
184 -52 -109 43
187 -146 -62 69
142 -67 23 51
133 -73 -19 5
123 -78 -50 26
132 -80 -40 34
131 -116 -97 79
86 -42 -70 67
133 -65 -54 70
122 -83 -82 41
65 -31 -30 63
125 -92 -44 15
117 -69 -84 38
195 -79 -82 12
92 -15 -107 60
113 -83 -31 5
165 -128 -84 19241
166 -110 -86 14916
99 5 -25 42031
129 -54 -61 2428
125 -87 -55 527
123 -82 -66 660
113 -83 -74 1857
132 -122 -58 9507
116 -112 16 28674
121 -50 -87 10209
120 -80 -50
200 10 1
125 -155 102 86
67 -92 89 81
76 -100 10 69
50 -100 26 9
55 -112 64 30
70 -91 78 78
42 -68 22 86
45 -78 19 43
56 -74 68 25
51 -106 2 8
55 -75 99 78
52 -184 44 98
26 -87 75 5
123 -65 80 84
51 -99 113 65
60 -95 83 90
49 -101 72 62
51 -100 92 47
63 -44 9 20
50 -98 60 61
43 -137 84 65
4 -84 64 69
60 -75 109 81
72 -69 67 55
-5 -91 110 91
41 -120 99 26
75 -73 150 89
34 -93 46 92
65 -83 80 8
48 -130 60 5
48 -61 53 70
60 -176 148 42
54 -97 78 63
56 -98 120 9
85 -165 66 70
48 -88 87 57
48 -80 91 40
50 -107 176 20
69 -91 163 36
69 -164 38 23
58 -94 140 32
58 -9 106 86
45 -109 82 48
50 -101 83 5
72 -161 113 77
60 -100 70 92
43 -102 99 47
80 -87 108 43
50 -67 137 54
2 -35 80 84
98 -172 53 68
-1 -101 117 61
39 -118 87 37
25 -19 85 17
51 -99 83 95
42 -116 26 94
77 -118 -6 11
51 -100 70 58
63 -13 46 77
4 -77 56 19
55 -104 122 7
54 -110 97 31
121 -107 56 9
7 -21 127 15
48 -135 102 76
51 -99 90 16
41 -100 -7 57
28 -149 1 42
69 -91 105 99
50 -100 -12 38
78 -158 41 46
21 -119 144 15
50 -140 28 93
50 -97 87 31
75 -72 134 5
117 -119 70 81
27 -115 31 76
29 -62 147 30
14 -80 83 35
-13 -109 12 58
36 -87 115 39
22 -160 138 41
67 -130 112 77
31 -125 177 81
75 -68 90 16
50 -137 142 96
34 -164 64 5
67 -103 84 22
45 -75 82 27
41 -94 127 59
34 -54 83 30
-27 -112 39 76
64 -111 53 5
2 -40 29 87
47 -96 101 81
71 -99 90 35
54 -84 130 90
55 -143 49 30
57 -98 124 32
126 -144 58 67
53 -87 85 93
19 -80 98 93
49 -99 75 32
85 -176 122 5
47 -101 86 16
57 -98 61 83
47 -89 95 48
63 -86 118 50
57 -198 79 7
3 -123 95 28
52 -97 56 15
49 -92 77 74
53 -92 106 51
63 -108 -7 96
61 -96 82 22
-7 -140 30 51
61 -101 81 5
37 -134 40 6
73 -123 161 35
48 -77 53 27
26 -107 129 13
58 -94 140 5
21 -71 117 79
1 -91 137 5
22 -103 125 5
43 -93 114 43
8 -89 107 86
68 -54 127 91
60 -83 112 64
51 -101 76 5
51 -93 81 82
51 -52 138 68
19 -95 118 73
50 -101 1 19
57 -93 74 99
46 -108 49 32
3 -62 154 82
80 -111 57 50
50 -99 68 27
15 -134 19 79
104 -150 108 90
82 -182 115 70
51 -96 76 92
57 -128 -3 43
61 -107 68 95
-14 -155 107 41
84 -100 75 49
75 -149 72 21
48 -100 50 31
40 -61 12 6
70 -96 89 92
45 -101 172 38
57 -100 69 27
51 -155 117 73
5 -173 117 49
68 -47 33 39
54 -60 80 22
59 -103 87 11
102 -157 19 6
1 -95 103 5
52 -115 83 57
64 -59 67 66
92 -121 112 82
77 -119 107 21
62 -111 84 86
51 -100 84 91
51 -101 88 91
63 -74 21 5
29 -127 134 12
45 -99 38 92
77 -62 105 32
-5 -137 89 36
57 -98 76 5
55 -107 93 92
54 -113 160 56
-10 -49 62 33
51 -103 165 60
85 -82 78 26
-14 -94 87 5
136 -106 104 19
63 -45 91 56
21 -166 106 22
44 -97 95 86
15 -60 153 63
111 -164 100 8
67 -61 152 5
49 -82 117 77
46 -98 78 76
55 -108 -3 53
67 -151 38 32
78 -178 109 53
42 -82 87 89
70 -147 102 27
59 -155 73 48
58 -115 95 7
54 -82 170 42
56 -102 81 62
47 -95 58 32
27 -79 107 34
19 -106 159 34
97 -89 140 13241
89 -143 71 19419
40 -55 136 20377
44 -80 108 1000
47 -89 96 1211
39 -100 88 441
64 -114 14 6948
109 -86 154 37498
49 -99 84 5
68 -99 97 452
50 -100 83
200 10 1
129 -309 37 90
179 -304 104 67
185 -289 57 87
177 -295 51 57
182 -300 49 5
161 -287 45 43
133 -278 31 51
125 -290 121 44
258 -275 44 60
261 -256 39 46
176 -309 51 70
184 -313 27 64
180 -304 -9 44
178 -275 102 70
179 -288 51 78
176 -329 8 47
174 -289 68 68
162 -242 102 44
190 -281 148 90
207 -324 51 56
174 -300 49 53
178 -310 102 93
223 -370 58 95
151 -300 105 85
157 -365 62 5
212 -289 13 69
254 -318 112 6
121 -236 40 41
168 -240 -28 61
181 -284 41 26
203 -278 114 47
175 -294 100 63
183 -299 50 79
181 -307 45 45
177 -291 75 25
182 -299 -17 28
174 -337 26 34
242 -315 50 5
85 -325 70 63
182 -286 -29 64
159 -331 -31 43
200 -326 92 24
171 -293 57 69
153 -327 32 6
216 -336 65 32
172 -302 57 60
203 -297 46 83
168 -264 -12 51
237 -313 90 79
192 -299 46 73
115 -328 65 45
179 -300 23 68
180 -300 114 99
181 -299 53 5
148 -304 66 56
141 -280 61 54
198 -313 113 83
167 -302 20 5
183 -284 20 92
175 -296 34 99
100 -273 101 7
160 -332 53 7
245 -273 62 6
180 -299 -18 48
168 -302 57 45
178 -319 18 62
267 -292 93 93
181 -283 99 45
174 -284 118 25
183 -325 36 42
165 -317 86 38
181 -302 52 42
163 -294 45 50
186 -292 11 41
174 -296 51 58
187 -303 137 73
185 -324 21 57
178 -305 60 56
191 -306 -9 73
172 -293 32 26
222 -276 7 63
168 -307 114 38
106 -328 83 48
183 -337 69 98
179 -298 48 82
149 -273 -32 33
244 -280 99 22
186 -327 18 88
211 -285 -15 45
172 -272 30 67
181 -299 53 5
207 -295 90 90
205 -234 94 98
193 -260 -11 82
208 -319 20 5
190 -283 50 39
188 -338 130 38
154 -261 -4 38
266 -315 10 10
202 -266 33 14
178 -289 74 24
129 -299 -8 23
185 -295 147 18
157 -281 86 15
127 -314 36 10
174 -283 84 80
205 -329 76 17
204 -287 51 24
256 -315 40 57
180 -300 17 51
207 -298 23 82
193 -335 11 44
174 -290 108 99
223 -317 47 5
199 -278 144 53
154 -307 123 66
181 -289 85 48
175 -302 -29 94
184 -300 46 60
209 -348 30 72
114 -264 21 10
170 -340 32 73
193 -280 50 74
184 -299 53 98
154 -293 -24 90
160 -311 -1 48
126 -314 -4 41
194 -281 147 47
178 -299 57 16
152 -327 17 82
146 -296 42 70
179 -313 58 9
155 -360 33 15
220 -320 117 43
165 -297 105 65
157 -283 -12 41
173 -240 76 79
107 -361 74 43
185 -302 87 43
110 -290 44 58
176 -296 45 40
226 -326 109 49
177 -293 36 41
237 -327 64 45
164 -291 10 36
158 -285 53 30
186 -293 36 48
164 -290 74 58
235 -301 90 39
201 -274 57 92
193 -285 120 10
171 -311 -43 74
184 -250 97 22
188 -322 25 44
136 -338 106 64
128 -277 0 53
167 -294 12 5
162 -294 136 7
178 -296 73 8
186 -333 -15 64
184 -306 90 42
139 -252 20 5
134 -340 20 91
180 -302 47 13
177 -331 86 78
166 -297 72 15
180 -299 42 44
167 -315 14 43
203 -242 91 34
184 -300 85 61
177 -296 56 81
193 -337 108 64
172 -319 -30 38
156 -354 108 21
266 -257 73 80
176 -295 33 13
217 -251 114 13
173 -304 45 57
241 -285 18 89
170 -298 62 24
141 -345 21 93
158 -320 41 47
186 -400 48 87
157 -337 32 98
168 -271 109 7
163 -298 109 80
208 -281 22 13
171 -301 138 69
189 -303 45 63
182 -301 94 66
216 -295 44 59
186 -279 91 85
239 -311 -22 31
173 -255 17 24
202 -326 52 41
172 -316 50 5
192 -291 57 90
186 -295 58 5
134 -298 66 85
138 -265 52 86
193 -311 124 10788
184 -384 97 20050
178 -297 21 1214
155 -341 72 10678
210 -310 32 3456
167 -332 64 2634
177 -304 54 192
194 -274 -30 40699
191 -280 -20 28702
145 -318 -19 6143
180 -300 51
1000 15 999
145 72 22 9
107 60 48 6
174 83 17 86
173 85 6 26
126 68 36 17
103 59 45 27
81 50 65 3
93 55 53 78
160 79 15 71
97 56 53 11
116 63 44 19
189 90 4 48
175 87 -8 77
122 64 46 39
120 65 43 8
81 50 41 8
57 35 2 57
158 80 -3 77
127 68 29 9
134 70 22 61
114 62 44 33
89 53 56 66
112 61 50 34
106 59 48 27
93 55 54 45
167 83 13 94
113 63 37 24
147 75 16 42
81 50 67 3
146 73 33 12
102 58 48 11
81 50 64 3
112 61 46 37
154 77 8 9
102 32 85 33
122 66 37 38
84 52 59 18
139 71 14 12
55 39 11 6
124 66 35 22
168 82 -10 32
93 55 52 20
147 76 11 68
136 73 25 50
149 76 20 73
168 81 12 40
80 51 51 3
127 67 21 42
109 60 47 3
148 74 16 25
81 50 64 4
85 48 31 10
153 76 31 81
95 56 50 3
90 54 56 20
161 81 11 41
128 66 43 39
146 74 23 54
174 86 -1 61
91 46 71 11
81 49 67 7
76 46 47 27
84 49 37 10
114 63 45 3
98 57 47 62
168 84 0 82
81 50 63 4
136 71 25 65
60 35 4 38
129 69 18 8
139 71 25 6
49 26 6 18
164 81 1 43
81 48 72 3
87 53 56 15
160 80 5 22
78 48 52 3
158 80 0 17
110 61 49 10
140 72 35 48
82 50 48 6
86 48 58 5
135 71 37 37
101 38 81 9
62 37 19 15
138 73 29 51
168 85 -9 46
183 89 -6 28
105 59 44 11
85 48 43 3
82 49 70 8
110 61 44 10
92 55 53 59
84 48 58 3
92 55 52 40
81 50 57 5
77 48 54 12
111 61 48 21
103 34 81 33
138 70 31 3
94 33 77 8
136 69 24 31
106 60 44 22
151 77 11 57
82 50 60 3
140 73 21 12
82 49 70 3
93 55 52 53
117 64 40 34
98 57 51 32
87 53 58 3
105 59 47 44
56 30 -4 59
81 50 56 4
124 67 33 17
90 54 55 3
103 59 47 27
152 76 13 24
104 59 45 17
103 58 53 9
75 47 50 10
165 84 4 37
100 58 48 7
83 49 34 16
118 63 47 11
154 78 14 14
134 69 34 5
160 79 0 17
53 29 -1 13
132 70 21 15
115 63 42 37
129 67 35 53
84 48 64 15
104 59 40 14
105 59 49 18
166 84 -4 21
118 65 32 4
162 80 12 80
106 59 48 25
101 58 44 7
171 83 5 43
83 48 63 11
98 56 51 5
59 40 19 8
81 50 62 3
158 77 -1 58
127 66 30 16
80 51 58 3
67 44 31 7
177 85 -12 26
144 73 21 19
84 52 58 5
146 74 16 78
174 84 -11 27
190 91 -18 33
86 53 57 18
128 68 38 6
131 69 21 32
161 79 20 41
49 33 5 6
164 82 8 70
94 56 53 66
139 71 18 19
145 74 20 46
181 88 6 33
147 74 19 12
89 53 55 21
159 78 17 49
165 80 3 92
171 82 11 24
141 72 23 65
104 60 47 28
81 50 57 4
156 78 20 86
80 51 53 3
159 79 -2 53
147 75 34 12
161 81 13 16
81 49 69 8
77 49 53 43
88 47 34 6
130 69 23 43
106 60 47 42
98 57 50 17
84 49 48 3
170 82 -3 62
90 54 56 6
123 67 34 54
155 78 6 60
107 60 47 41
97 57 50 61
119 64 31 8
110 61 41 13
130 68 38 10
105 59 45 29
144 74 13 37
111 62 43 9
46 30 4 48
156 76 18 86
130 70 32 22
122 65 26 11
78 49 53 31
154 76 23 61
122 67 34 18
99 35 81 30
139 73 20 18
168 83 -3 40
117 64 31 8
150 75 31 21
81 49 67 4
144 72 35 12
118 64 49 26
98 57 49 43
108 61 43 28
81 50 64 5
146 74 26 33
69 42 39 31
170 84 5 61
186 90 -1 39
61 33 19 25
100 58 49 18
149 75 6 46
103 58 49 3
148 75 22 56
147 75 17 56
186 92 0 32
152 76 26 45
102 57 49 16
69 45 42 3
124 66 41 38
122 65 38 18
176 87 0 59
140 72 31 12
123 66 36 32
50 30 3 40
49 31 -16 25
157 79 8 83
63 41 18 38
106 59 48 14
142 74 8 9
111 62 44 27
86 52 58 19
85 52 58 36
105 59 45 20
147 75 6 16
134 71 26 47
102 58 47 42
82 50 60 6
114 61 45 12
152 75 27 16
57 38 22 7
154 77 27 80
60 33 4 25
124 65 42 41
102 58 52 23
95 56 52 67
150 74 26 12
108 60 44 25
80 51 58 3
147 73 19 54
46 33 -15 24
171 83 13 95
92 39 74 3
150 75 10 56
166 82 11 37
114 61 49 35
92 54 56 11
164 82 12 4
81 49 68 3
82 49 75 10
86 45 66 13
110 60 48 29
148 74 14 42
115 63 33 22
151 75 24 44
155 78 2 54
104 60 46 69
82 48 75 6
84 50 30 9
167 84 0 14
163 79 27 24
144 73 23 8
87 53 57 7
171 84 15 47
138 72 12 12
145 72 24 21
152 76 17 18
121 66 37 7
87 53 56 10
109 60 45 7
170 84 3 85
95 56 51 20
102 58 43 59
141 73 32 30
46 33 3 61
135 69 26 46
62 42 27 6
96 56 53 10
100 58 49 43
88 46 58 3
118 64 39 29
167 84 -5 12
195 92 1 98
146 75 22 59
174 85 12 86
146 74 21 69
156 76 26 20
92 55 51 33
99 57 48 32
163 78 21 41
123 66 31 6
98 57 54 17
177 85 10 51
163 81 18 59
80 51 58 3
150 76 24 61
148 77 8 50
167 80 1 57
115 62 43 20
95 56 49 52
110 62 38 44
97 56 53 14
160 80 7 34
144 73 20 61
61 40 30 8
155 77 12 40
118 64 36 44
98 32 79 17
110 61 39 50
123 67 26 18
89 53 57 16
133 69 24 4
95 56 51 19
95 55 53 3
97 40 76 21
131 70 33 17
169 82 8 44
167 83 4 51
163 83 1 98
90 42 71 8
160 77 17 45
90 46 58 4
119 64 35 31
78 49 54 22
94 55 53 49
116 64 35 39
82 49 71 4
90 54 54 87
57 28 10 51
157 78 20 67
182 90 -16 89
144 75 15 39
74 46 40 17
134 71 31 26
143 74 16 78
104 59 47 52
146 74 31 27
188 92 -20 64
43 25 -4 17
88 41 71 14
126 66 45 12
97 56 50 32
174 85 4 69
104 59 47 54
128 68 26 25
82 50 60 3
178 87 -10 33
125 65 40 33
125 67 25 53
95 56 53 53
147 76 24 20
96 56 52 54
99 57 45 61
182 88 1 20
147 76 11 18
114 62 39 63
77 49 51 44
177 83 7 90
90 54 54 60
103 59 48 31
189 94 6 96
175 88 11 20
106 60 47 35
139 71 27 32
145 74 30 39
149 76 18 60
141 74 16 12
168 82 15 45
175 86 1 63
170 83 -12 50
134 70 28 53
112 62 46 16
156 76 21 82
85 49 38 9
122 64 42 10
143 73 23 42
150 75 19 43
68 39 19 34
156 79 17 33
90 54 55 49
111 61 42 10
161 79 10 72
172 85 9 61
88 53 56 62
159 78 8 23
151 77 24 16
149 75 8 32
101 57 51 3
148 76 24 34
108 60 51 9
86 53 58 28
93 55 56 4
165 82 13 42
79 51 51 6
109 61 48 17
102 58 46 62
104 35 84 12
176 88 -5 26
132 70 25 60
132 70 22 17
78 48 52 37
157 78 2 34
159 78 14 57
51 30 -12 21
184 88 -12 90
138 73 15 39
86 48 43 7
149 76 30 32
162 82 14 84
81 49 72 6
85 49 31 12
175 86 17 32
104 59 49 3
160 79 -2 62
75 47 48 41
83 50 38 22
93 34 75 13
87 46 58 8
102 58 51 7
98 56 50 65
170 86 -5 40
180 90 -16 71
173 87 -12 86
143 75 19 24
138 71 18 19
137 71 27 58
123 66 36 36
126 66 33 24
46 31 -9 70
150 77 22 64
129 69 24 19
142 74 21 63
164 81 0 38
105 59 53 19
170 83 7 99
97 56 51 8
136 71 38 7
105 59 43 13
83 49 45 7
174 85 -11 48
168 83 16 12
170 83 -17 41
41 24 -3 77
141 72 23 7
118 63 40 24
117 63 41 4
104 59 47 58
163 80 14 41
62 34 17 27
185 92 0 79
136 71 21 15
146 75 19 73
109 61 46 27
179 88 4 58
188 89 -12 44
161 80 0 74
157 77 22 28
93 55 55 40
94 32 78 22
100 42 78 17
51 28 6 65
134 69 28 45
105 59 45 13
90 54 55 55
85 52 57 18
120 65 42 23
173 85 8 36
92 55 52 64
183 90 -17 48
101 57 51 3
180 88 -17 33
168 83 0 67
90 54 56 18
108 60 46 14
173 83 17 37
182 89 -8 33
112 61 48 4
142 73 15 54
91 54 56 15
103 59 47 81
76 71 50 81
57 62 50 90
88 43 85 23
38 94 5 43
76 71 66 97
79 29 111 59
113 56 33 37
80 44 72 97
55 73 59 9
64 68 83 70
75 47 118 80
8 65 108 55
80 50 20 60
88 64 129 7
170 30 56 91
81 63 61 15
122 87 82 95
93 87 120 7
121 63 46 7
38 2 70 57
48 47 30 87
70 47 28 20
79 53 13 7
80 50 59 20
58 43 66 54
54 -9 29 88
83 51 61 92
49 -32 22 29
85 67 69 93
56 108 8 35
51 47 58 28
59 40 120 61
59 10 52 8
89 37 105 6
109 56 35 37
128 63 93 93
82 42 37 79
101 45 40 17
59 35 98 72
62 34 88 83
80 52 63 11
78 62 66 55
79 62 -14 62
99 38 67 42
134 64 110 84
80 50 68 82
80 51 54 12
19 59 58 90
70 10 56 5
96 32 96 38
83 36 66 62
85 6 20 9
96 54 -34 26
83 45 89 44
162 25 52 7
90 78 63 46
71 52 138 91
67 10 35 38
78 45 92 15
106 130 13 17
141 41 36 93
39 -33 93 25
80 52 54 94
80 51 59 12
103 71 32 48
82 45 68 39
77 52 61 14
68 86 6 41
115 85 80 95
120 50 143 73
79 50 70 24
41 100 1 93
103 75 140 69
140 66 121 77
-2 52 21 28
108 60 -12 74
65 67 146 97
47 50 101 80
85 47 147 70
88 45 86 51
49 77 78 14
87 51 52 45
83 54 64 12
21 72 7 52
63 60 55 23
86 64 74 83
150 34 29 5
80 49 5 5
80 -18 46 10
-4 59 102 9
75 5 131 60
47 74 110 64
99 58 29 92
75 43 72 95
66 46 -19 46
77 59 87 99
108 60 72 81
84 51 82 59
77 19 65 40
73 26 109 53
78 54 44 90
25 59 4 22
81 57 74 48
73 60 23 93
81 59 46 77
75 56 22 29
81 50 67 23
83 51 64 49
109 52 77 56
78 45 60 91
72 120 15 57
91 57 50 17
147 103 43 5
74 33 100 8
50 37 44 45
94 39 87 47
45 33 70 79
81 50 50 53
72 37 68 85
80 57 100 72
80 50 59 58
85 60 105 5
60 34 79 91
52 42 -9 93
136 64 42 69
82 50 70 59
107 -10 63 25
86 1 118 24
80 51 61 5
69 14 61 11
124 109 77 95
111 54 22 26
84 57 46 54
81 48 69 27
41 29 103 5
72 54 75 5
110 90 47 44
56 -35 34 5
24 118 75 40
81 53 2 71
76 8 14 58
112 5 16 77
72 45 29 75
81 51 58 91
80 60 -4 21
69 41 88 10
135 35 112 38
83 54 59 17
95 113 85 89
97 21 107 94
76 51 -36 5
54 50 82 91
61 42 30 35
35 66 124 87
47 10 18 94
82 120 25 61
64 56 34 20
54 69 33 25
81 53 57 99
88 38 76 10
83 44 35 29
58 123 33 51
80 50 -10 66
138 128 54 54
81 48 53 33
77 56 43 32
36 15 123 36
96 114 46 69
112 77 89 99
81 53 107 39
91 55 114 40
98 48 43 20
58 71 80 74
69 53 42 94
5 -2 26 30
71 94 40 70
79 36 92 21
94 92 6 81
76 76 84 51
73 52 82 36
136 53 62 27
70 57 80 31
67 54 -11 35
73 28 97 85
56 41 0 95
96 141 85 5
78 15 28 22
20 89 78 19
124 -7 39 96
114 74 71 68
11 67 18 66
86 -22 47 48
81 -11 38 97
96 42 58 31
69 95 54 68
95 37 47 88
84 56 70 71
128 134 62 11
99 21 90 96
82 72 67 98
25 -23 50 5
105 61 -31 69
79 50 58 84
85 49 138 22
76 71 93 90
99 -21 13 33
-2 23 62 54
92 42 33 54
55 17 75 5
82 55 63 5
80 51 -21 7
55 31 14 9
80 50 66 8
83 45 60 8
83 42 67 60
80 49 62 44
120 14 72 54
78 50 70 81
83 -47 64 35
146 96 99 6
68 61 152 48
87 130 83 5
50 68 -30 11
69 49 84 55
104 1 43 38
47 54 116 34
74 50 61 79
81 51 159 11
80 52 93 94
85 52 67 82
105 47 32 57
103 57 75 43
70 71 98 22
109 36 94 64
149 101 88 35
107 30 84 20
144 62 70 5
30 110 120 40
78 77 104 89
91 40 43 78
45 38 18 77
66 104 3 78
102 4 22 51
85 56 90 18
63 77 50 66
132 83 101 59
45 34 30 27
77 44 15 62
81 50 67 97
66 4 112 17
73 55 84 64
121 107 15 16
113 2 40 75
79 42 32 43
114 71 92 50
91 46 77 6
63 25 9 55
82 50 159 65
57 48 107 22
80 41 49 9
71 10 14 20
126 41 77 26
79 48 133 5
116 35 124 73
102 42 79 5
156 89 115 5
48 96 111 86
26 62 119 74
77 2 23 34
83 57 75 80
73 -1 22 65
99 91 129 83
76 54 65 45
82 51 86 38
66 51 -28 64
104 34 75 78
87 73 79 6
106 53 -20 33
75 39 51 36
92 12 -3 26
81 53 88 94
55 114 87 82
66 49 35 74
83 47 20 20
82 72 19 25
34 113 65 62
77 79 36 62
95 51 72 11
103 63 21 97
78 60 56 17
89 41 77 64
131 -11 1 95
48 21 10 65
75 36 -5 23
73 45 132 93
76 119 27 74
80 57 60 5
150 18 105 54
74 65 74 99
100 55 2 42
73 -22 8 30
67 69 45 34
152 34 32 12
72 9 18 45
77 53 73 20
157 41 98 86
137 92 125 28
87 63 63 61
160 81 92 93
20 11 105 33
112 60 119 17
112 84 52 56
69 48 77 25
78 29 66 27
85 48 38 5
12 87 34 14
139 61 -17 29
109 121 3 7
131 0 16 99
88 64 76 45
78 51 61 69
46 23 91 70
101 105 86 72
64 45 -8 54
79 38 32 21
81 54 56 29
40 119 24 86
78 50 141 79
101 82 -16 32
-7 38 48 47
105 23 26 51
82 36 70 23
17 122 69 98
87 51 79 75
9 79 28 9
124 27 104 10
86 54 56 89
76 61 52 48
79 31 148 10
49 72 71 98
29 10 37 32
76 21 27 51
81 47 100 41
94 77 3 81
72 58 61 68
89 50 62 5
126 124 79 14
83 22 89 75
79 47 152 81
93 14 38 64
50 100 68 82
80 53 63 55
76 57 60 25
95 55 70 5
157 1 19 18
112 63 51 86
85 95 108 91
44 46 28 53
60 57 91 47
62 62 66 12
65 95 2 74
87 16 68 13
89 47 157 60
110 84 77 25
84 92 66 25
115 -28 73 5
88 77 68 78
79 144 33 95
79 67 26 20
54 49 -10 62
-5 44 73 6
92 51 65 53
69 90 51 97
51 31 55 83
127 17 106 6
56 61 76 76
121 49 16 92
73 -14 -16 77
72 62 -18 10
93 38 68 83
83 49 53 24
78 29 63 5
78 36 144 86
80 52 46 14
154 42 92 11
8 1 80 67
68 36 -15 38
100 67 79 72
16 114 72 45
105 40 86 80
76 43 40 40
118 112 117 77
54 93 53 5
82 53 105 75
80 55 55 81
73 42 48 10
95 107 21 95
81 80 135 49
56 58 43 39
84 7 30 35
97 61 -7 32
94 37 5 58
48 92 38 81
106 -9 92 20
82 93 52 7
117 131 47 57
71 55 -12 19
93 36 52 6
49 44 110 24
73 40 -19 91
170 41 41 16
56 71 102 29
75 41 58 36
145 22 45 48
106 61 76 8
57 11 140 98
80 50 59 74
83 36 65 93
82 43 59 74
80 50 146 83
86 58 49 91
12 82 56 67
27 -6 117 46
115 31 98 20
26 81 31 28
85 75 -19 58
81 52 63 83
54 77 -21 68
49 114 95 68
49 49 -23 42
29 95 45 94
-3 48 47 92
127 57 95 93
49 44 100 85
26 18 -16 28
84 37 75 76
38 49 65 7
59 43 153 49
140 51 49 74
75 47 106 90
92 54 -7 54
44 65 80 56
82 104 143 88
57 -2 6 31
80 50 155 81
79 49 75 5
69 55 134 18
87 48 -34 10
91 78 94 21
70 46 -9 69
90 69 14 85
81 108 -15 65
111 96 50 91
90 102 27 47
42 96 106 5
25 80 2 26
64 -3 130 76
131 -11 25 7
81 51 57 30
151 -1 88 52
94 26 -7 41
121 100 32 5
88 44 130 20
